designation,degree,premium,profile_pic,connected,username
Chief Executive Officer (CEO) & Founder at SMTA Fans,3,false,true,false,saiful-islam-55503247
Content Creator Rainfall,2,false,true,false,shuvendubpaul
User Experience Designer GoProtoz - UI UX Design Studio,2,false,true,false,anu-rajesh-4205351a7
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,rafiqul-islam-74550ab0
Managing Director at Dalim Engineering Industries,2,false,true,false,dalimchowdhurysagar
UX/UI Designer RCC Digital LLC,2,false,true,false,caroline-e-williams
Customer Acquisition Expert at Breaking Mars Inc,1,true,true,true,md-reyad-morshed-a64855189
Master of Fine Arts - MFA at University of Chittagong,2,false,true,false,chandrima-bhattacharjee-851b50195
Professional Actor SAG-AFTRA,3,false,true,false,mjl810
--,2,false,true,false,rwanda-kung-fu-wushu-9625a4160
Lead Designer Zaaman Art,3,false,true,false,y-iqbal079
"| Talent Acquisition / Business Development, Sales & Recruitment / Leadership & Entrepreneurship |",2,true,true,false,andres1sette1arruza
--,3,false,true,false,kung-fu-2ab586190
--,3,false,true,false,gilberto-kung-f%C3%BA-50a93a29
UX/UI Designer Absonutrix LLC,3,true,true,false,sabda-karkera
Global Head of CX Strategy for Products / Use Cases,2,true,true,false,heidiceleghin
UX Designer Komprise,3,false,true,false,jonathanux
Product Designer McKinsey & Company,2,true,true,false,shuyisuziewang
UI production designer  Hogarth Worldwide,3,false,true,false,katewudesign
Visual Designer Accenture Federal Services,3,false,true,false,nisha-haider
UX Design Immersive Fellow General Assembly,3,false,true,false,sebastian0126
UI/ UX Designer Fitsie,2,false,true,false,gisellemwadjuma
General Manager Of Automotive Industries,2,false,true,false,md-h-a11b2b44
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Scrum Master| SQA Researcher| Data Analyst| Sr. SQA Eng.| Dotlines Group| SSD-TECH| Audra,2,false,true,false,jnirob
LED Light J&J pro Light,2,false,true,false,md-amir-hossain-47b62293
UX/UI Designer SALUTE for STYLE ,3,true,true,false,mowshumi
UI/UX Freelance/Volunteer designer  Self Employed,3,false,true,false,nattamon-uxdesigner
"Master of Science - ICT at Islamic University, Bangladesh",3,false,true,false,tanzir786
Master of Professional Accounting at University of Dhaka,3,false,true,false,george-stive-pandey-70578116b
Chief Executive Officer at Newzealand dairy products Bangladesh Ltd,2,false,true,false,sa-chowdhury-86a678216
--,3,false,true,false,fong-kung-fu-a1a12391
UX/UI Designer LCP360,2,false,true,false,yuqing-he
Freelance UX/UI Designer Freelance,3,false,true,false,alanaburns09
CEO at moon jewellers ltd,3,false,true,false,moon-jewellers-948519210
Master of Business Administration - MBA at University of Dhaka,2,false,true,false,kanis-afsana-77447a139
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,sahrin-tajnova-b3256013b
funcionário público na prefeitura municipal de Duas Barras,3,false,true,false,marcos-kung-fu-53396997
Founder & CEO at Express Bangla ( Pvt.) Ltd,3,false,true,false,mizanur-rahman-b55539205
UX Designer eyeVote,3,false,true,false,anna-roe
Graphic Designer and Web Coordinator  Campus Life SUNY Oswego ,3,false,true,false,andjela-djapa
Senior UX/UI Designer Lucid Motors,2,false,true,false,ericchoidesign
UX UI Designer Tipico - North America,3,false,true,false,pazaumoua
Master at Agora Images,3,false,true,false,selina-akter-shila-386a15131
Senior UI Designer Wunderman Thompson,3,false,true,false,alemotiondesign
Software Engineer U.S. Bank,3,false,true,false,courtneylaprince
Master's degree at University of Dhaka,3,false,true,false,sadek-mohammad-mohtadin-52781944
UI/UX Designer Style Konsult,3,false,true,false,raoanusha
Jr. UX/UI Designer OnQ ,3,false,true,false,cindymwongg
--,3,false,true,false,grant-kung-fu-master-hedley-301b9250
Asst Pattern Master at Coast to Coast Group,2,false,true,false,fahinur-rahman-230503213
UI/UX Designer Trimble Inc.,3,false,true,false,mkhanguyen
Martial Arts Instructor at Wu Tao Kung Fu . Ro,3,false,true,false,wu-tao-kung-fu-095b1722b
Master of Business Administration - MBA at North South University,2,false,true,false,rayhan-sharif
UI Designer Duvys Media,2,false,true,false,chevi-munk-10479918b
UX Designer Itaú Unibanco,2,false,true,false,andre-tamane
UX/UI Designer DeadstockAPP®,2,false,true,false,jeremyloyola
Assistant Dyeing Master at Ha-meem group,2,false,true,false,jewel-shikder-5274b9a6
Vice President of Design Arcadia Web3 Technologies,2,false,true,false,byron-onwas-4aa1b3164
"Coaching Call Host, Solutions expert, Mental game coach, Head Instructor at Max Martial Arts & Fitness",2,false,true,false,maxfitness
Senior Content Writer Good Earth,3,false,true,false,samiksha-raj-a164325b
Senior Facilities Manager at Advent Health Rollins Brook,3,false,true,false,james-pierce-64001573
BARTENDER/ MIXOLOGY TEACHER AND COORDINATOR Marriott Vacations Worldwide,3,false,true,false,madisonlowman
UX/UI Designer CI&T,3,false,true,false,ameliamuenzberg
INSTRUTORES DE ARTES MARCIAIS na SHAO LIN DO NORTE,2,false,true,false,kung-fu-estudo-e-treino-794371175
Account Manager at kung fu dim sum,3,false,true,false,kung-fu-dim-sum-007a1a1b1
Master in Science at Bangladesh Agricultural University,3,false,true,false,sabikun-nahar-66928720b
CEO at Q&A IT,2,false,true,false,stbadhon
UX/UI Designer OUTFORM,2,false,true,false,novoadesign
Managing Partner & CEO at China-Bangla Trading Corporation ( Pvt.) Limited,2,false,true,false,sujan-siddique-862462148
LAS leader at UIUC | MCTP 2021,2,true,true,false,courtneyqi
CEO & Founder at Datatrix Soft,3,false,true,false,md-farhad-hossen-080bb210b
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
Sales Business Consultant and Speaker Lawrence Ignaczak LLC,3,true,true,false,lawrenceignaczak
Property Manager Self-employed,3,true,true,false,tia-conroy
Traditional Chinese Martial Arts Academy,3,false,true,false,jow-ga-kung-fu-singapore-727101145
Product Designer Closed Round,3,false,true,false,jessicahtruong
UI/ UX Designer  Appetizer Mobile LLC,2,false,true,false,chengzhi-yao-b473a4167
Creative Director TeckLink,2,false,true,false,luismoran21
ShajeelRehman.com UX/UI Designer,3,false,true,false,shajeel-rehman-0b60a644
Team Leader @Sensedia | CSM® | SAFe® SM | MGMT3.0 | ANPPD® Member,2,true,true,false,flarenato
Success Graduate - Associate Solution Engineer Salesforce,2,false,true,false,loucmane-p-sawadogo-ab46a250
UX/UI Designer wYne.ai,3,false,true,false,srilekha-yamala-a20903b
UX/UI Designer ICF,3,true,true,false,deeptimandlekar
Chief Executive Officer Palamou,2,false,true,false,jubaerislam
Senior User Interface Designer GoProtoz - UI UX Design Studio,2,false,true,false,dhivya-bharathi-a792401b8
"UX Designer 50,000feet",3,false,true,false,windfulsoul
UX Designer Google,3,false,true,false,sohomino
Managing Director 3DTech.Today,3,false,true,false,mohd-tawhid-ul-islam-54b33a104
Principal UI Designer Midcontinent Independent System Operator (MISO),3,false,true,false,component
Senior UI/UX Designer Nickelodeon,3,false,true,false,annalierobinson
Business Pro Apple,3,false,true,false,jacknolen
Ving Tsun Training,2,false,true,false,wslvt-kung-fu-budapest-16150a99
Master of Business Administration - MBA at University of Dhaka,2,false,true,false,shamim-alam00710
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
Jr. UI Designer Groundfloor Finance,2,false,true,false,michaela-smith-7960921a6
UX / UI Designer III Comcast,3,false,true,false,luchung
Research Assistant Human-Computer Interaction Institute - Carnegie Mellon University - School of Computer Science,2,true,true,false,onewayjet
Managing Director at Farmroots Limited,3,false,true,false,shahrear-sattar-55b7a9143
Hoofd instructeur bij Shaolin Kung Fu Zwolle,3,false,true,false,shaolin-kungfu-zwolle-6768981b3
Student at the University of Texas at Austin | Graphic Artist at Afterglow TX,2,false,true,false,nevikachatterjee
"Open to Pre-Seed Funding For AI Based LinkedIn Automation Tools ""BreakingMars"" Inc",1,true,true,true,ahsan-aasim
Peer Mentor Texas Interdisciplinary Plan at The University of Texas at Austin,3,false,true,false,rpgrant621
SQA at 6sense | High Tech Software Agency,1,false,true,true,tarannum-islam-714b9b230
General Manager (Planning & Implementation) at MAX Infrastructure Ltd.,2,false,true,false,md-ahmed-sufi-188a4410
UX Designer Self-employed,2,false,true,false,leandro-sanchez-813648170
Sports Coach at Dragon Academy of Martial Arts - India,3,false,true,false,kung-fu-u-p-b8a2591b4
Managing Director & CEO at Noble Group of Company,3,false,true,false,md-mostafa-talukder-90b13a38
SCM Honors Student at C.T. Bauer College of Business,2,false,true,false,annienpnguyen
Chief executive officer(CEO),3,false,true,false,afbd-asad-1304009a
UX/UI Design Intern David Rosenfeld Magic & Mentalism,2,false,true,false,stevenmerlino
Design Team Member Design Buddies,2,false,true,false,makaylamchen
Kaggle Master (Top 0.1%) | Machine Learning | AI Research | Data Science| Deep Learning | Robotics,3,false,true,false,salman-ibne-eunus-09255a144
Software Engineer | Professional Scrum Master,3,false,true,false,a-munzir
Associate UX/UI Designer Highmark Health,2,false,true,false,ecarlyle
Career Advisor U.S. Forest Service,2,false,true,false,t-logan
Senior UI & UX Designer Mbakop LLC,2,false,true,false,ivan-mbakop
"SVP. Corporate Division Manager at RoundPoint Mortgage a subsidiary of Freedom Mortgage ""Doing Well is good...but Doing Good is What Matters"" sm",2,true,true,false,johnritzmiller
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
UX/UI Designer Fabletics,2,false,true,false,alexis-bieda-930127133
Managing Director at ACI CO-RO Bangladesh Ltd.,3,false,true,false,nils-r%C3%B8nnow-25ab2
Master of Business Administration - MBA at North South University,3,false,true,false,farzana-akter-zinia-654956182
UX Designer General Assembly,2,false,true,false,ryan-elizabeth-campbell
Sales Manager Labelex,2,false,true,false,asaduzzaman-tutul-14b43a98
UI/UX Designer Johnson & Johnson,3,false,true,false,cynthia-lee-90b48b125
Senior User Experience Designer  Interkont Technology,3,false,true,false,pablogomezdesign
Web Designer BayCodingClub,2,false,true,false,xia-l-9144081b1
Creative Strategy & Design SugeAnn,2,false,true,false,sugeann
Product Designer Jellyfish,3,false,true,false,samad-ismayilov
UX/UI Designer Maestro,3,false,true,false,zhiyima
Chief Executive Officer & Managing Director Butterfly Group (LG-Butterfly),3,false,true,false,mustafizur-rahman-shazid-8197b21
Reiki Master Self-employed,2,true,true,false,dunaymoses
Founder/CEO & Lead UX/UI Designer MoodShare LLC,3,true,true,false,edward-chase-8b6143ba
Freelance UX/UI Designer 自由职业,2,false,true,false,xinerzhang
"Attended Indian Institute of Technology, Mandi",2,false,true,false,kung-fu-507b90b8
UX Designer Freelance,3,false,true,false,amber-youshock
UX/UI Designer Intelligaia,2,false,true,false,neil-nichols-ii
UX/UI Designer Freelance,3,false,true,false,heidysung
UI/UX Designer CHEQ Mobile Solutions,3,false,true,false,renblakely
UX Designer Kajeet,3,false,true,false,kate-nikitenko
Saas | E-commerce | Partnerships,2,true,true,false,jennifer-jiang-ab9991204
"Manager, Original Programming - Disney Junior",3,true,true,false,bryanjoconnell
Master of Science - MS at University of Dhaka,2,false,true,false,shimul-gupta-50a5a915a
UX/UI Designer YETI,2,false,true,false,cgao038
UX Designer Agilent Technologies,3,false,true,false,irina-rostovtseva-0a467066
Chairman Trillenium Group,3,false,true,false,kh-imranur-islam-41393a22
UX Research/Designer Planet Possible,3,false,true,false,brettduboff
UX Designer Google,3,false,true,false,wenwenjiang94
"UX / UI designer UXUI.Miami, LLC",2,false,true,false,vita777
UI/UX Designer  Penn Interactive,3,false,true,false,maneyorm
,3,false,true,false,kung-fu-panda-1538699a
Traditional Chinese Martial Arts in New York city,3,false,true,false,bo-law-kung-fu-445a73158
"Actor, Martial Artist, Fight Choreographer",3,false,true,false,david-torok-1b9b655a
Founder Greg Secker Foundation,2,true,true,false,gregsecker
B.Sc. Engineering in ICT at Islamic University | | CTF Player | | Cyber Security Student || TryHackMe Top 0.2% | | Network and Website Penetration Tester | | CCNA(200-301) || Member & CTF Master in Cyberbangla.,2,false,true,false,md-mahfuz-hossain-20a319221
Buyer II at Applied Materials,2,false,true,false,megnnguyen
Consultant Rolle & Wong,3,false,true,false,erroylrolle
Looking for Job Opportunities || Post Graduate Diploma in Information Technology || Master of Business Administration,3,false,true,false,nafi-ul-haque-chowdhury
UI Designer Self-employed,3,false,true,false,manikhossain110121
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,zakaria-bin-haque
Cursos y Clases de kung fu Infantil y Adultos,3,false,true,false,kung-fu-shaolin-y-wudang-artes-marciales-ba6bb23a
Director at UMC,2,false,true,false,ji-fu-kung-b5010410
Chief Executive Officer (CEO) ARAFAT ENTERPRISE,2,false,true,false,arafat-enterprise
Cannabis entrepreneur startup at Name pending,3,false,true,false,jason-todd-h-02826126
UX/UI Designer Capital One,3,false,true,false,rinarosalee
Crew Member 14er Brewing Company,3,false,true,false,maxwell-speyer
UX Designer Convercent by OneTrust,2,true,true,false,rahuldedhia8
Associate Blackstone,3,true,true,false,tiffanyhale01
"Procesanalist/Beheerder Health, Safety, Environment & Quality (PAB/HSEQ) | Trainer K.R.A.C.H.T.® | IEMT-Practitioner | NLP-Master Practitioner",3,false,true,false,andyhamstra
Digital Marketing lead at Shajao.com | Media buyer | Performance Marketer | 8.2M BDT Spent in Facebook Marketing,1,false,true,true,fazlerabbi0183
"Content Creator, Photographer & Blogger Seven Day Weekender",2,true,true,false,lindseymessenger
UI Web designer  Keys Token,2,true,true,false,amalia-goyanes-b26060151
"UX/UI Designer Standard Care, Inc.",2,true,true,false,jennifer-hong35
User Experience Researcher The RoomPlace,2,false,true,false,manishavarmak
Social Media Marketing Manager AAF at NYU,2,false,true,false,vandalin10
UX/UI Designer No Boundaries Design LLC,2,false,true,false,imjenlau
UI/UX Designer UCI ICS Student Council,2,false,true,false,stella-adriana
CEO & Co Founder@ A4Aero Ltd & Dynamic Solvers Bangladesh,3,false,true,false,ashrafahmeddsb
Digital Designer Penske Media Corporation,3,false,true,false,kimjchir
--,3,false,true,false,kung-fu-rapper-64559a22b
ceo and founder at M.T.Sweaters Limited and banga fashion ltd,3,false,true,false,md-mizanur-rahman-1b428585
Master at Petrosaudi Saturn,2,false,true,false,shimul-datta-015a0b33
Chief Executive Officer at Reputed Multinational Group of Companies,3,false,true,false,abdullahalkamal
Vice Chief Executive Officer,3,false,true,false,gmayaan
CS @ UTD | #vGHC21,3,false,true,false,kendra-huang
Controller - Tax | Costs | Budget | Accounting,3,true,true,false,thales-viana
UX/UI Designer Triton Software Engineering,3,false,true,false,andrew-caballero
Senior UI Designer Ralph Lauren,3,false,true,false,eloyvela
Managing Director at The IT King,2,false,true,false,mohammad-shariar-islam-7346b49a
"Master of Business studies,major in Marketing- MBA at University of Dhaka",3,false,true,false,mahmuda-akter-jahan-23b148208
Senior UX/UI Designer Capgemini,3,false,true,false,chelsea-kennedy
Data Conversion Operator United States Postal Service,2,true,true,false,tringuyen93
Digital Marketing Specialist at Breaking Mars Inc.,1,true,true,true,asiflikhon11
Ingénieur Commercial IT Infra/Réseau/Cybersécurité Chez KONICA MINOLTA FRANCE & Consultant TV /Commentateur sportif UFC & MMA chez L'EQUIPE & CANAL + (Ancien athlète de haut-niveau en MMA & Kung-fu),3,true,true,false,xavierfp
"Fire Safety Director at Securitas Security Services USA, Inc.",2,false,true,false,luc-kung-fu-instructor-28459792
--,3,false,true,false,francesca-kung-fu-sorella-checca-b582657a
Looking Scrum Master Job at Remot.ly,2,false,true,false,webnahid
Freelance UX/UI Designer Self Employed,3,true,true,false,sarah-klaver-8573a7148
Managing Director Europe at Blis,2,false,true,false,charlie-smith-5ab7b324
Founder and Pioneer,2,false,true,false,saiful-paiker-10633a13
Managing Director at Saimon Group,3,true,true,false,yami-m-saleh-78293a37
Customer Acquisition Expert at Breaking Mars Inc | Ex-Team Lead of Customer Support of Shajao.com,1,false,true,true,somaiya-mowrin-502a76182
Teacher at Fort Dorchester High School,3,false,true,false,dennis-kung-fu-kreation-b47066208
"Lead UX/UI Designer Curb Technologies, Inc.",2,false,true,false,rimon-sium
Executive Animal Transporter at Panda Emporium,2,false,true,false,kung-fu-08382743
UX/UI Designer Freelance,3,false,true,false,dhruvtucker
"QA and Product Designer Retrieve Technologies, Inc.",3,false,true,false,k-diaz
Master Thesis Student,2,false,true,false,ismat-jahan-mohana-10a55421b
Founder at Klimax Technologies & BackpackWala | Entrepreneur | Traveller | Tech Enthusiast | Marketer | Public Speaker,3,false,true,false,mkhemon
Chief Executive Officer (CEO),3,false,true,false,tourism-window-b5460955
"Web Designer SurpHaces, LLC",3,false,true,false,ane-spinola
UX Designer Avela,2,true,true,false,jerylemata
Design Strategist Creative Science,2,false,true,false,kennethni
CEO at JGID - Just Get It Done!,2,true,true,false,andrequin
Managing Director at Opulaa,2,false,true,false,opulaacompany
UX Design | UI Design | Art & Visual Design,2,false,true,false,stephanie-urch
UX Designer General Dynamics Mission Systems,3,true,true,false,lexwindle
Master of Fine Arts - MFA at University of Dhaka,3,false,true,false,nabila-nabi-55b231142
Managing Director & CEO at One Group Ltd.,2,false,true,false,golam-morshed-ferdous-bbb93844
Managing Director at E-Zone HRM Ltd.,2,true,true,false,md-mominul-ahsan-3b795222
Chief Executive Officer at WooW Shop,3,false,true,false,sharminakterruma
Chief Executive Officer at Mata Pita Outsourcing Institute,3,false,true,false,maleka-khatun-a49280220
Managing Director & CEO at Sandhani Life Finance Limited and Director of Finance at City University,3,false,true,false,muhammad-nazrul-islam-fcma-acma-cgma-uk-1b492031
"Masters Thesis Project at IER, University Of Dhaka",2,false,true,false,nibedita-sutradhar-hridi-ba4bb311a
Junior UI Designer Deutsch LA,3,false,true,false,jeninemarquez
UX/UI Designer Tastry,3,false,true,false,spagan
Web Designer RGB Internet Systems Inc.,3,false,true,false,yesimbozoklu
Digital Marketing lead at Shajao.com | Media buyer | Performance Marketer | 8.2M BDT Spent in Facebook Marketing,1,false,true,true,fazlerabbi0183
Master Mariner at Vships ( Singapore) Pte Ltd.,3,false,true,false,mohammed-mujibur-rahman-16238a2b
Lead Product Designer Envirohealthtech,3,false,true,false,ayaf
UX/UI Designer Care Sherpa,3,false,true,false,julieh-lim
Network Administrator and Security Analyst DITCL,3,false,true,false,md-hasib-reza-b3b69151
Occupational/Livelihoods Skills/TVET Development Specialist....... Skills to Serve!!!,2,false,true,false,muhammad-omar-faruque-akhund-9b29201a
Director of Content Marketing EarthLink,3,true,true,false,erin-ellison
Web Designer Nomawo,3,false,true,false,liu-danica
Master of Landscape Architecture student at TU München,3,false,true,false,tanjina-khaleque
Academy at Lam Tang Kung Fu Academy,2,false,true,false,lam-tang-kung-fu-academy-70436ab4
,3,false,true,false,ivyzfan
"Nakshi Steel Building Limited, one of the most reputed companies of pre-fabricated steel construction in Bangladesh.",2,false,true,false,nakshi-steel-building-ltd-1a7775131
Associate Director at Standard Chartered Bank | Product Manager | Human Centered Design Facilitator | Scrum Master,3,false,true,false,nabidhassan
Business Development Executive at Qcoom,3,false,true,false,hasan-pakhi
"Chief Executive Officer at Pebble Stone Sea Resort Ltd. Inani, Cox's Bazar. +8801617900079.",3,false,true,false,mahfuzur-rahman-b4aa96120
Operation Lead at Shajao.com,1,false,true,true,fazle-rabbee-0b23261b4
"Founder & Master at Masters' Classroom || Executive Member of Organization & HR Management, Next Gen Leaders ProgramCKH NETWORK || Leadership||Management|| Marketing",3,false,true,false,anan-sarker-fiza-913a721ba
UI/UX Designer Assure,2,true,true,false,brenden-brunnette-360a4566
UX/UI Designer Evoke Giant,3,false,true,false,xiaozhouli4jo
Project Development Manager at 6sense,1,true,true,true,sabbir-ahmed-1b90b322a
Lead UI Designer Hi-Rez Studios,3,false,true,false,emmalaurac
Jurista| Coach| Palestrante| Escritor| Poeta| Instrutor de Wushu,3,false,true,false,jos%C3%A9-nhangue-357468104
In-house UX Designer Avocademy,2,false,true,false,kathyktran
Chief Executive Officer at Apnaar Ltd.,2,false,true,false,pial-rezwan-25400a12b
instructor nam huynh dao,2,false,true,false,kiet-kung-fu-nguyen-5266a016
"UI Designer, Public Lands DICK'S Sporting Goods",3,false,true,false,karla-miller-91b09799
Chief Executive Officer (CEO),3,false,true,false,waheed-lutfuzzaman-39a26854
Chief Executive Officer JAEXIMCO,2,false,true,false,sajib-shaha-6471691b3
"Head of Information Security, Head of Technology (CISO/CTO) Vitos GmbH",2,true,true,false,riether
UX/UI Design Intern Instra.Ai,2,false,true,false,nara-soltani
UX/UI Designer WestRock Company,3,false,true,false,ameliajamoury
UX/UI Designer Stanford University School of Medicine,3,false,true,false,kexin-cha
Senior strategisch adviseur at Gemeente Wassenaar,3,false,true,false,tomoostvogels
UX/UI Designer Frendly,2,false,true,false,deepa-mohan-140257139
Measurement Operation Intern Samba TV,2,true,true,false,kristine-huynh
Junior UX/UI Designer ti steps,2,false,true,false,tomeitner
Assisting Startups with product design & development | Agile Coach | Scrum Master,2,false,true,false,sjdrabbani
"Pre-Law Student at University of California, Los Angeles",3,false,true,false,hannahrim
Sr Cad Master at Climax Garb Ltd,3,false,true,false,humayun-kabir-a525951b1
Master of Pharmacy(Thesis),3,false,true,false,tania-yasmin-672891226
Founding Partner 650,3,false,true,false,dosteiner
Human being | Kung fu teacher | Accountant,2,false,true,false,scott-johnson-15048b117
"CEO & Managing Partner at Rotopack Solutions,",3,false,true,false,arif-hossain-74751926
Brand Success Manager at Ankorstore,2,false,true,false,jolie-schisano-941018192
Managing Director at ESOFTMAX LTD,3,true,true,false,esoftmax
Master of Science - MS at Jahangirnagar University,3,false,true,false,atosi-das-b8a540164
UX/UI Designer Naked.,2,false,true,false,adriennehsieh
GrandMaster Senna en Shaolin Kung Fu y Sanda Escuela de Artes Marciales China,2,false,true,false,kung-fu-y-sanda-shifu-senna-697b433a
Intern M.M. Ispahani Limited,1,false,true,true,sumaiya-jannat-0a05581a5
Technical Designer - Aerie / AE American Eagle Outfitters,2,true,true,false,carrie-chan-a3027916
MD Office Coordinator at Faisal Clothing Industries LTD,1,false,true,true,sanjida-sarmin
Master of Science in Mechatronics Engineering,2,false,true,false,masrur-khan-8a3240110
,2,false,true,false,kung-fu-5a9653227
UI UX Designer,2,false,true,false,amy-martinez-b45258b2
Design Master at Fariha knit tex ltd,2,false,true,false,anamul-haque-48486614b
Mid-level UX/UI Designer Esri,3,true,true,false,qingyue-li
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
` `,3,false,true,false,fu-kung-472527151
Visual Designer JPMorgan Chase & Co.,2,false,true,false,john-kim-85190b63
UX/UI designer AirHost,2,false,true,false,vivianzhou220
UX Designer ABC Custom Framing,2,true,true,false,scottyholcombdesign
UX Product Designer Reseat,3,false,true,false,sankalpapatil
Master of Business Administration - MBA at University of Dhaka,3,false,true,false,sameul-haque
UX/UI Designer Creatis,3,false,true,false,chelsea-polk
Executive account & information  Midnight Blue,1,false,true,true,farjanaakter3010
Vice President for Sales & Marketing | B2B Business Development HOPLA.online,3,true,true,false,mae-lanie-chan-96183a168
UX/UI Designer Kley,2,false,true,false,destineechin
UX/UI Designer Carnival Cruise Line,2,false,true,false,stephanieabanto
User Experience & User Interface Designer (24 Seven Talent) Microsoft,3,true,true,false,shirinsalehe
Chief Executive Officer (CEO) of Ad Infinity,3,false,true,false,b-m-nahid-hasan-bappy-948118aa
UX/UI Designer The Moment Studio,2,false,true,false,saraha-a
Managing Director of Agri Fresh Ltd,2,false,true,false,nuruddin-ahmed-428372193
Senior UI / UX Designer  BFA Industries,2,false,true,false,juanpablovillarreal
pattern master with winda cad at Fashion Maker Limited,3,false,true,false,hazrat-ali-89bb17197
Co-founder of Shevchenko Design Agency Shevchenko Design Agency,2,false,true,false,marina-shevchenko-93523065
"Freelance Graphic, UI/UX Designer  Freelance",3,false,true,false,melody-aiyalogbe
User Experience Designer and UX Engineer Freelance,3,false,true,false,annehong
UX Designer .efficiently,3,false,true,false,maliarevska
UX/UI Designer Swarm Labs,2,false,true,false,michellebohnen
Master's degree at Jahangirnagar University,2,false,true,false,monishi-roy-7a431a103
Master facilitator at Save the Children in Bangladesh,3,false,true,false,debajyoti-soumya-79b180148
Senior UX / UI Designer Salesforce,2,true,true,false,martinvallejos
Color master at Bangla japan treding Ltd,3,false,true,false,noyon-khan-1a454b229
Chief Executive Officer (CEO) at TIMS Group (Doctor TIMS pharmaceutical Ltd. ),2,false,true,false,tipu-sultan-968618211
Frontend Developer at 6sense | High Tech Software Agency,1,true,true,true,md-jahid-hasan-anik
Design Intelligence // Digital Design Application Specialist (VR AR) IA Interior Architects,3,false,true,false,ohkatschneider
--,3,false,true,false,ni%C3%B1os-kung-fu-kung-fu-82454668
SDR at Procore Technologies,2,false,true,false,seth-gnader-9ba953b2
UI Designer Hack for LA,3,false,true,false,yuyingsusanz
UX Designer Sam's Club,3,false,true,false,shreeya-rajgarhia
"UX Designer and Researcher Benten Technologies, Inc.",2,true,true,false,hannah-rabalais
Senior UX/UI Designer HealthSparq,3,false,true,false,adam03
Founder at Kung Fu Tai Chi Tao,3,false,true,false,kung-fu-tai-chi-tao-3a2975129
UX/UI Designer  It Works! Global,3,false,true,false,kaitlin-cornier
UX Designer ContactCode,2,false,true,false,korrin-dougherty
Master of Computer Applications - MCA at Harvard Business School,3,false,true,false,md-zihad-ahmmed-romjan-415527221
UI/UX Designer Criteria Corp,2,false,true,false,david-yang
Senior UX/UI Designer REI,2,false,true,false,rachel-doren
,2,false,true,false,kung-fu-camco-41b2086a
Scrum master & Technical Manager,2,false,true,false,saydur-rahman-75866b25
Master's degree at Sirajgonj govt college.,3,false,true,false,mamun-khan-a5555221b
--,3,false,true,false,valencia-kung-fu-academy-0229b0a2
JR UX/ UI Designer - Intern Natera,2,false,true,false,trinityharris24
mind blocker,3,false,true,false,kung-fu-panda-98115953
Master of Business Administration - MBA at National University,2,false,true,false,moshiur-rahman-8b26101a6
Freelance Graphic Designer Trustmark,2,true,true,false,steven-kappel-65849b46
Co-Founder & President at Let's Talk Mental Health.,3,false,true,false,anusha-chowdhury
Founder & CEO at Chhuti.com,3,false,true,false,naurozimtiaz
Chief Executive Officer at B.Brothers Garments Co.Ltd,3,false,true,false,zulia-zahir-43b5a443
"Owner, WILD KUNG FU ASSOCIATION",3,false,true,false,wild-kung-fu-association-1756243a
Master's degree at National University of Bangladesh,3,false,true,false,shahearman
Interior Designer Waring Associates,3,true,true,false,smulowayi
User Experience Design Apprentice General Assembly,3,true,true,false,summerhan
UX Designer The Vaan Group,3,false,true,false,connoralmon
Junior Software Engineer at DEKKO ISHO GROUP || Full Stack Developer || Master's Degree (MSc) at Jahangirnagar University,3,false,true,false,md-abdul-alim-milon
Master in Mass Communication and Journalism,2,false,true,false,ahidul-islam-kazal-52213352
Product Designer | Web Developer | Digital Marketer,1,false,true,true,frayon
Writer and Communications Consultant Dream Catch Consulting,2,false,true,false,tsruiz
Product Designer Co.Lab | You Belong in Tech,2,true,true,false,alaina-zemanick
UX/UI Designer Union,3,false,true,false,joshuamosquera
Chief Executive Officer (CEO) & Founder,2,false,true,false,sirazul-islam-5a01bb21b
Lead UX/UI Designer Squarify,2,false,true,false,kmarq
Senior UX/UI Designer Roblox,2,false,true,false,marianomike
UX Designer Shmoop,3,false,true,false,leah-bateman-
"VMware Certified Advanced Professional - Design, VCP and Master Specialist - HCI 2021, vSAN, VxRail, Hybrid Cloud System Specialist & AirWatch | MCT | RHCE | Passionate Trainer and Learner",2,false,true,false,babu11280
UX/UI Designer BlackBerry,3,true,true,false,curlydesigner
Technical Recruiter at K2 Partnering Solutions | MS Industrial Organizational Psychology at the University of Texas at Arlington,2,true,true,false,heidi-lin-
UX Designer II Herbalife Nutrition,3,false,true,false,amanie-ataiwi
MASTER MARINER TANKER VESSEL,2,false,true,false,abdur-rahman-224036aa
